Name	TrialOnset	trial number	Sound Stimulus	Left Image	Center Image	Right Image	target side	condition	Used	TrStart	PictOn	SoundOn	TrEnd	CritOnset	CritOffset
SwitchingCues-NC1A	Sound	1	intro	fireworks_left		fireworks_right	N	filler	no						
SwitchingCues-NC1A	Sound	2	Slide_cool1	slide		crib	L	1A	yes	0	0	0	6500	1024	0
SwitchingCues-NC1A	Sound	3	Knife_check1	boot		knife	R	1A	yes	0	0	0	6500	1024	0
SwitchingCues-NC1A	Sound	4	Zipper_wow1	hammer		zipper	R	1A	yes	0	0	0	6500	1024	0
SwitchingCues-NC1A	Sound	5	Flag_cool2	flag		ladder	L	1A	yes	0	0	0	6500	1024	0
SwitchingCues-NC1A	Sound	6	Belt_check2	belt		slipper	L	1B	yes	0	0	0	6500	1024	0
SwitchingCues-NC1A	Sound	7	Tape_wow2	puzzle		tape	R	1B	yes	0	0	0	6500	1024	0
SwitchingCues-NC1A	Sound	8	Dress_check1	dress		glasses	L	1B	yes	0	0	0	6500	1024	0
SwitchingCues-NC1A	Sound	9	Pudding_wow1	chalk		pudding	R	1B	yes	0	0	0	6500	1024	0
SwitchingCues-NC1A	Sound	10	Green_Look_cool1	bucket		shorts	L	2A	yes	0	0	0	6500	1024	0
SwitchingCues-NC1A	Sound	11	Blue_Look_wow2	sock		purse	L	2A	yes	0	0	0	6500	1024	0
SwitchingCues-NC1A	Sound	12	Black_Where_check2	shovel		hose	R	2A	yes	0	0	0	6500	1024	0
SwitchingCues-NC1A	Sound	13	Brown_Where_cool2	lamp		glove	R	2A	yes	0	0	0	6500	1024	0
SwitchingCues-NC1A	Sound	14	Yellow_Find_wow1	donut		can	L	2B	yes	0	0	0	6500	1024	0
SwitchingCues-NC1A	Sound	15	Green_Look_check1	comb		bib	R	2B	yes	0	0	0	6500	1024	0
SwitchingCues-NC1A	Sound	16	White_Find_cool1	necklace		muffin	L	2B	yes	0	0	0	6500	1024	0
SwitchingCues-NC1A	Sound	17	Blue_Where_check2	plate		scissors	R	2B	yes	0	0	0	6500	1024	0
SwitchingCues-NC1A	Sound	18	end	fireworks_left		fireworks_right	N	filler	no						
