Name	TrialOnset	trial number	Sound Stimulus	Left Image	Center Image	Right Image	target side	condition	Used	TrStart	PictOn	SoundOn	TrEnd	CritOnset	CritOffset
SwitchingCues-CN2A	Sound	1	intro	fireworks_left		fireworks_right	N	filler	no						
SwitchingCues-CN2A	Sound	2	Green_Look_cool1	bucket		shorts	L	1A	yes	0	0	0	6500	1024	0
SwitchingCues-CN2A	Sound	3	Blue_Where_wow2	sock		purse	L	1A	yes	0	0	0	6500	1024	0
SwitchingCues-CN2A	Sound	4	Black_Look_check2	shovel		hose	R	1A	yes	0	0	0	6500	1024	0
SwitchingCues-CN2A	Sound	5	Brown_Look_cool2	lamp		glove	R	1A	yes	0	0	0	6500	1024	0
SwitchingCues-CN2A	Sound	6	Yellow_Where_wow1	donut		can	L	1B	yes	0	0	0	6500	1024	0
SwitchingCues-CN2A	Sound	7	Green_Look_check1	comb		bib	R	1B	yes	0	0	0	6500	1024	0
SwitchingCues-CN2A	Sound	8	White_Find_cool1	necklace		muffin	L	1B	yes	0	0	0	6500	1024	0
SwitchingCues-CN2A	Sound	9	Blue_Where_check2	plate		scissors	R	1B	yes	0	0	0	6500	1024	0
SwitchingCues-CN2A	Sound	10	Slide_cool1	slide		crib	L	2A	yes	0	0	0	6500	1024	0
SwitchingCues-CN2A	Sound	11	Knife_check1	boot		knife	R	2A	yes	0	0	0	6500	1024	0
SwitchingCues-CN2A	Sound	12	Zipper_wow1	hammer		zipper	R	2A	yes	0	0	0	6500	1024	0
SwitchingCues-CN2A	Sound	13	Flag_cool2	flag		ladder	L	2A	yes	0	0	0	6500	1024	0
SwitchingCues-CN2A	Sound	14	Belt_check2	belt		slipper	L	2B	yes	0	0	0	6500	1024	0
SwitchingCues-CN2A	Sound	15	Tape_wow2	puzzle		tape	R	2B	yes	0	0	0	6500	1024	0
SwitchingCues-CN2A	Sound	16	Dress_check1	dress		glasses	L	2B	yes	0	0	0	6500	1024	0
SwitchingCues-CN2A	Sound	17	Pudding_wow1	chalk		pudding	R	2B	yes	0	0	0	6500	1024	0
SwitchingCues-CN2A	Sound	18	end	fireworks_left		fireworks_right	N	filler	no						
