Name	TrialOnset	trial number	Sound Stimulus	Left Image	Center Image	Right Image	target side	condition	Used	TrStart	PictOn	SoundOn	TrEnd	CritOnset	CritOffset
SwitchingCues-NC3B	Sound	1	intro	fireworks_left		fireworks_right	N	filler	no						
SwitchingCues-NC3B	Sound	2	Pudding_wow1	chalk		pudding	R	1A	yes	0	0	0	6500	1024	0
SwitchingCues-NC3B	Sound	3	Puzzle_wow2	puzzle		tape	L	1A	yes	0	0	0	6500	1024	0
SwitchingCues-NC3B	Sound	4	Slipper_check2	belt		slipper	R	1A	yes	0	0	0	6500	1024	0
SwitchingCues-NC3B	Sound	5	Dress_check1	dress		glasses	L	1A	yes	0	0	0	6500	1024	0
SwitchingCues-NC3B	Sound	6	Flag_cool2	flag		ladder	L	1B	yes	0	0	0	6500	1024	0
SwitchingCues-NC3B	Sound	7	Slide_cool1	crib		slide	R	1B	yes	0	0	0	6500	1024	0
SwitchingCues-NC3B	Sound	8	Zipper_wow1	hammer		zipper	R	1B	yes	0	0	0	6500	1024	0
SwitchingCues-NC3B	Sound	9	Knife_check1	knife		boot	L	1B	yes	0	0	0	6500	1024	0
SwitchingCues-NC3B	Sound	10	Black_Look_wow1	donut		can	R	2A	yes	0	0	0	6500	1024	0
SwitchingCues-NC3B	Sound	11	White_Find_cool1	muffin		necklace	R	2A	yes	0	0	0	6500	1024	0
SwitchingCues-NC3B	Sound	12	Green_Where_check1	bib		comb	L	2A	yes	0	0	0	6500	1024	0
SwitchingCues-NC3B	Sound	13	Blue_Look_check2	plate		scissors	R	2A	yes	0	0	0	6500	1024	0
SwitchingCues-NC3B	Sound	14	Brown_Where_cool2	glove		lamp	L	2B	yes	0	0	0	6500	1024	0
SwitchingCues-NC3B	Sound	15	Blue_Look_wow2	sock		purse	L	2B	yes	0	0	0	6500	1024	0
SwitchingCues-NC3B	Sound	16	Red_Find_cool1	bucket		shorts	R	2B	yes	0	0	0	6500	1024	0
SwitchingCues-NC3B	Sound	17	Black_Look_check2	hose		shovel	L	2B	yes	0	0	0	6500	1024	0
SwitchingCues-NC3B	Sound	18	end	fireworks_left		fireworks_right	N	filler	no						
